term_id,preferred_label,definition,source_ontology,dominant_physical_phase,is_water_based,concert_unit_route,review_status
FOODON:00001687,carrot food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001692,cassava food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001714,food material component,"Food material which normally exists as an ingredient to another food material, rather than eaten on its own.  This includes chemical food components.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001732,chive food product,A food product deriving from the chive plant.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001758,common millet food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001761,condiment sauce,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001763,coriander food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001765,vegetable corn food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001771,cow milk based food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001772,cow milk butter food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001777,cow milk dessert,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001795,cucumber food product,A food product deriving from one or more cucumbers.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001800,dairy dessert food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001811,dill food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:00001817,alcoholic beverage (distilled),"An alcoholic drink produced by distillation of grains, fruit, or vegetables that have already gone through alcoholic fermentation. True distillation involves heating and cooling to seperate alcohol from the solution via evaporation and condensation.",FOODON,liquid,TRUE,aqueous,reviewed
FOODON:00001823,milled durum wheat,Durum wheat which has been milled.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001825,durum wheat food product,A hard wheat food product which has durum wheat as a defining ingredient.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001845,field corn food product,"A product made from the North American term for maize (Zea mays) grown for livestock fodder (silage), ethanol, cereal and processed food products. The principal field corn varieties are dent corn, flint corn, flour corn (also known as soft corn) which includes blue corn (Zea mays amylacea), and waxy corn.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001848,field corn sweetener product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001849,field corn vegetable food product,"In North America, field corn is corn (Zea mays) grown for livestock fodder, ethanol, cereal and processed food products. The principal field corn varieties are dent corn, flint corn, flour corn, including blue corn (Zea mays amylacea) and waxy corn.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001857,food flavoring or seasoning,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001882,fruit based alcoholic beverage,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001888,fruit jelly food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001901,ginger food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:00001905,ginseng plant food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001907,gluten refined food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001916,grain based alcoholic beverage,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001918,grain based distilled spirit,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001922,grape based alcoholic beverage,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001925,grape based wine or wine-like food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001926,grape juice food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001931,gravy or sauce,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001947,hard wheat food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001948,"heavy wine, 14-24% alcohol, food product",__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001955,hot pepper spice food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001956,hot pepper food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001958,human milk based food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001974,insect refined food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001998,lettuce head food product,"A lettuce vegetable food product is the head, stem or leaf portion of a lettuce plant.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00001999,light wine,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002035,milk dessert food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002038,millet food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002044,mollusc food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002051,mussel food product,A food product that is derived from some mussel.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002065,olive fat or oil refined food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002069,onion food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002071,orange food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002084,parsley food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002098,peanut fat or oil refined food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002099,peanut food product,A food product having peanuts as an ingredient.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002101,pear food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002111,pepper vegetable food product,A food product deriving from one or more sweet or hot peppers.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002127,plant based food material for animal,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002131,plant based refined or partially-refined food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002139,plant fat or oil refined food product,"An edible plant fat or oil product with characteristics that consumers desire such as bland flavour and odour, clear appearance, light colour, stability to oxidation and suitability for frying, and which is the result of a refining process that removes free fatty acids.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002141,plant fruit as vegetable food product,A plant fruit food product which is labeled (in common language or by regulation) as a vegetable food product.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002142,plant head vegetable food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002143,plant leaf food product,A plant food product made with plant leaves.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002145,plant product based flavoring or seasoning,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002147,food material by consumer group,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002148,plant material flavoring or seasoning,A flavouring or seasoning entirely made from a single plant source,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002150,plant root vegetable food product,A food product harvested from underground plant parts.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002153,plant seed vegetable food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002156,plant stem or spear food product,A food product deriving from a plant stem or spear part.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002157,plant sweetener,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002158,food (preserved),Food material which is the output of a food preservation process.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002174,powdered milk food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:00002180,pumpkin food product,A food product deriving from one or more pumpkins.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002196,refined or partially-refined food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002203,rice based alcoholic beverage,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002207,rice flour,Flour made from rice.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002220,salmon food product,A food product which has salmon as a defining ingredient.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002232,sesame food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002253,soft drink food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002262,soybean condiment,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002264,soybean refined food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002265,soybean seed (field) food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002266,soybean food product,A soybean food product is a product derived from the soybean plant.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002268,spice or herb product flavoring or seasoning,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002269,spinach food product,A food product made from spinach.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002271,squash food product,A food product deriving from one or more squashes.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002275,steeped beverage product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002277,stone fruit food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002282,strawberry food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002300,sweetener,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002312,thyme food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:00002323,turmeric food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002333,vegetable pickle food product,A vegetable food product containing one or more pickled vegetables.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002339,water based soft drink food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002351,wheat bread food product,A bread food product which has wheat as a defining ingredient.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002364,wine or wine-like food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002365,"wine, 7-24% alcohol, food product",__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002373,food by meal type,"A meal type is the name of an eating occasion that may have location, food type, or other customary contextual features. (Damion's 1st draft definition)",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002403,food material,"Any substance that can be consumed by an organism to satisfy nutritional or other health needs, or to provide a social or organoleptic food experience",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002423,agave food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002434,mushroom food product,A food product which has fungi fruitbody as a defining ingredient.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002452,invertebrate animal,"Invertebrates are animals that neither possess nor develop a vertebral column (commonly known as a backbone or spine), derived from the notochord. This includes all animals apart from the subphylum Vertebrata.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002454,food material by characteristic,Food material which has been categorized by a characteristic such as granularity or temperature.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002456,food (baked),Food material which is baked.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002457,food (fresh),Fresh food is food that has not been subjected to food preservation processes (including freezing) that alter its harvested state significantly.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002472,fruit (fresh),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:00002473,apple,A pome fruit of an apple tree (Malus domestica).,FOODON,solid,FALSE,solid,reviewed
FOODON:00002477,game animal food product,"Game or quarry is any animal hunted for sport or for food. The type and range of animals hunted for food varies in different parts of the world. In some countries, game is classified, including legal classification with respect to licences required, as either ""small game"" or ""large game""",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002488,pear (whole or pieces),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002501,multi-component food,A food product consisting of food material derived from ingredients sourced from multiple organisms.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002581,aquatic invertebrate,"An aquatic invertebrate may live entirely beneath the water, or may live upon its surface or on the plants surrounding it. Some breathe air, others breathe water. To move, they may walk, swim, float, skate, fly or glide on their bellies—or they may not move much at all.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002645,food material by process,Food material organized by the process which it results from.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002663,pig food product,A food product that is derived from some pig.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002664,lipid food product,A lipid food product is a food product made primarily of plant or animal fat or oil,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002695,scallion food product,"Scallions (also known as green onions, spring onions, or salad onions) are vegetables of various Allium onion species.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002700,canola plant food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002730,turkey liver,A whole animal liver that is obtained from a turkey.,FOODON,solid,FALSE,solid,reviewed
FOODON:00002753,bean,A seed of a bean plant from one of several genera of the flowering plant family (Fabaceae).,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002796,potato (whole or pieces),A potato substance is a whole potato transformed into some derivative food material. It doesn't include potato food products that are ready to consume or simply require thawing or reheating.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002797,potato prepared food,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002808,olive oil (extra-virgin),"Extra virgin olive oil is a virgin olive oil which has a free acidity, expressed as oleic acid, of not more than 0.8 grams per 100 grams.",FOODON,liquid,FALSE,__ENVHARMONIZER_MISSING__,reviewed
FOODON:00002922,red cabbage head,"The red cabbage (purple-leaved varieties of Brassica oleracea Capitata Group) is a kind of cabbage, also known as purple cabbage, red kraut, or blue kraut after preparation. Its leaves are coloured dark red/purple.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002932,hazelnut food product,A hazelnut food product is a food product that derives from hazelnuts,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00002933,hazelnut,"The hazelnut is the nut of the hazel and therefore includes any of the nuts deriving from species of the genus Corylus, especially the nuts of the species Corylus avellana. It also is known as cobnut or filbert nut according to species.",FOODON,solid,FALSE,solid,reviewed
FOODON:00002956,game meat,"Bushmeat, wildmeat, or game meat is meat from non-domesticated mammals, reptiles, amphibians and birds hunted for food in tropical forests.",FOODON,solid,FALSE,solid,reviewed
FOODON:00003004,animal,A whole animal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003022,caraway food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:00003041,pear,A pome fruit of a pear tree.,FOODON,solid,FALSE,solid,reviewed
FOODON:00003042,herb food product,A leaf of a plant that is used for flavoring.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003108,barley seed (raw),"Barley is a cultivated grain used as animal fodder, as a source of fermentable material for beer and certain distilled beverages, and as a component of various health foods. It is used in soups and stews, and in barley bread of various cultures. Barley grains are commonly made into malt in a traditional and ancient method of preparation.",FOODON,solid,FALSE,solid,reviewed
FOODON:00003205,peanut (whole or pieces),__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003206,peanut,A seed of a peanut plant (Arachis hypogaea).,FOODON,solid,FALSE,solid,reviewed
FOODON:00003208,miso,"A traditional Japanese seasoning produced by fermenting soybeans with salt and kōji (the fungus Aspergillus oryzae) and sometimes rice, barley, seaweed or other ingredients.",FOODON,solid,FALSE,solid,reviewed
FOODON:00003229,absinthe,"A distilled, highly alcoholic beverage (45–74% ABV / 90–148 U.S. proof). It is an anise-flavoured spirit derived from botanicals, including the flowers and leaves of Artemisia absinthium (""grand wormwood""), together with green anise, sweet fennel, and other medicinal and culinary herbs.",FOODON,liquid,TRUE,aqueous,reviewed
FOODON:00003287,peppercorn food product,"A food product made from black, white, pink or similar peppercorns.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003324,citrus fruit,A hesperidium fruit of a citrus plant (Citrus).,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003341,brassica food product,"A genus of plants in the mustard family (Brassicaceae). The members of the genus are informally known as cruciferous vegetables, cabbages, or mustard plants.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003394,barley seed,A caryopsis fruit of a barley plant (Hordeum vulgare subsp. vulgare).,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003395,multi-component wheat food product,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003405,broccoli floret,A raceme inflorescence of a broccoli plant(Brassica oleracea var. italica).,FOODON,solid,FALSE,solid,reviewed
FOODON:00003406,cabbage head,A rosette of a cabbage plant (Brassica oleracea var. capitata).,FOODON,solid,FALSE,solid,reviewed
FOODON:00003408,carrot root,A primary root of a carrot plant (Daucus carota).,FOODON,solid,FALSE,solid,reviewed
FOODON:00003415,cucumber,A pepo fruit of a cucumber plant (Cucumis sativus).,FOODON,solid,FALSE,solid,reviewed
FOODON:00003416,durum wheat kernel,A caryopsis fruit of a durum wheat plant (Triticum turgidum subsp. durum).,FOODON,solid,FALSE,solid,reviewed
FOODON:00003417,grape,A berry fruit of a grape plant.,FOODON,solid,FALSE,solid,reviewed
FOODON:00003423,lettuce leaf,A rosette leaf of a lettuce plant (Lactuca sativa).,FOODON,solid,FALSE,solid,reviewed
FOODON:00003427,maize kernel,A caryopsis fruit of a maize plant  (Zea mays subsp. mays).,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003429,oat,A caryopsis fruit of an oat plant (Avena sativa).,FOODON,solid,FALSE,solid,reviewed
FOODON:00003443,strawberry,An aggregate fruit of strawberry plant  (Fragaria x ananassa).,FOODON,solid,FALSE,solid,reviewed
FOODON:00003473,salmon,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:00003486,pumpkin,An orange-yellow pepo fruit of a pumpkin plant.,FOODON,solid,FALSE,solid,reviewed
FOODON:00003520,pepper,A berry fruit of a pepper plant (Capsicum),FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003521,berry,"A juicy, rounded, brightly colored fruit without a stone or pit, though pips or seeds may be present.",FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003528,mushroom fruitbody,A fruitbody of a fungi.,FOODON,solid,FALSE,solid,reviewed
FOODON:00003539,squash,A pepo fruit varietal of a squash plant (Cucurbita).,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003562,field corn kernel,A seed of a field corn plant (Zea mays).,FOODON,solid,FALSE,solid,reviewed
FOODON:00003592,aggregate fruit,A fruit that develops from the merger of several ovaries that were separated in a single flower.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003600,avocado,A berry fruit of an avocado plant (Persea americana),FOODON,solid,FALSE,solid,reviewed
FOODON:00003650,vegetable leaf,A leaf of a vegetable-producing plant.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003697,scallion,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:00003744,chili pepper,A berry fruit of a chili pepper plant.,FOODON,solid,FALSE,solid,reviewed
FOODON:00003753,turmeric root,A root of a turmeric plant (Curcuma longa),FOODON,solid,FALSE,solid,reviewed
FOODON:00003787,white rice,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,solid,reviewed
FOODON:00003788,chive leaf,A leaf of a chive plant (Allium schoenoprasum),FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00003798,cayenne pepper,A berry fruit of a cayenne pepper plant cultivar.,FOODON,solid,FALSE,solid,reviewed
FOODON:00003816,vegetable,An anatomical part of a plant that is consumed by humans or other animals as food.,FOODON,solid,FALSE,solid,reviewed
FOODON:00003946,winter squash,A pepo fruit of a winter squash cultivar harvested in the fall.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00004242,animal food product,A food product that is derived from some animal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00004327,rice,An aggregate of rice kernels.,FOODON,solid,FALSE,solid,reviewed
FOODON:00004328,organism piece,A piece or pieces or amount of substance derived from one or more organisms.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00004330,rice husk,A husk of a rice kernel.,FOODON,solid,FALSE,solid,reviewed
FOODON:00004331,plant material,Anatomical or other piece(s) or substance derived from one or more plants.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00004332,piece of animal,A severed part of an animal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00004336,fungus material,Material which derives from one or more fungai.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00004340,guar plant food product,A food product that derives from a guar plant.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00004436,animal organ,An organ that derives from an animal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00004509,milled food product,A food product made from milling plant material.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00004510,flour,A fine powder made from cereals or other starchy food sources.,FOODON,solid,FALSE,solid,reviewed
FOODON:00004515,oat milk,A beverage made from procesed oats.,FOODON,liquid,TRUE,aqueous,reviewed
FOODON:00004525,sesame butter,A seed butter made from roasted unhulled or hulled sesame seeds.,FOODON,solid,FALSE,solid,reviewed
FOODON:00004697,tofu,"A food product that is prepared by coagulating soy milk and then pressing the resulting curds into solid white blocks of varying softness: silken, soft, firm, extra firm.",FOODON,solid,FALSE,solid,reviewed
FOODON:00005495,clarified butter,Butter from which all milk solids have been removed.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00005501,mammal material,Material which derives from one or more mammals.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00005502,vertebrate material,Material which derives from one or more vertebrate animals.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00005522,invertebrate material,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00005532,couscous,"A dish made from durum wheat semolina, which is moistened and rolled into small granules, then steamed or boiled.",FOODON,solid,FALSE,solid,reviewed
FOODON:00005586,peanut flour,"A flour made from crushed, fully or partly defatted peanuts.",FOODON,solid,FALSE,solid,reviewed
FOODON:00005680,bovid material,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00005683,aquatic invertebrate material,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00005689,swine material,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00005702,mollusk material,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00005704,crustacean material,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00005705,bivalve material,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:00005708,decapod material,__ENVHARMONIZER_MISSING__,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02010001,animal substance,Material which is produced by an animal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
FOODON:02010002,animal egg,An egg which is produced by an oviperous animal.,FOODON,solid,FALSE,__ENVHARMONIZER_MISSING__,upstream
